Tenure Months,Internet_Service_Fiber optic,Dependents,Payment_Method_Electronic check,Contract_One year,Device_Protection_No internet service,Total Charges,Online_Backup_No internet service,Online_Security_No internet service,Internet_Service_No,Streaming_Movies_No internet service,Tech_Support_No internet service,Streaming_TV_No internet service,Online_Security_Yes,Paperless Billing,Streaming_Movies_Yes,Tech_Support_Yes,Multiple_Lines_Yes,Streaming_TV_Yes,Contract_Two year,Partner,prob_not_churn,prob_churn,Churn Value,y_pred
0.1388888888888889,0,0,0,0,1,0.02844049373618276,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0.5783702398577936,0.42162976014220643,0,0
0.4583333333333333,1,0,0,0,0,0.3161500552689757,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.31042200057737845,0.6895779994226215,1,1
0.05555555555555555,1,0,1,0,0,0.02739844325718497,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.14024467685785214,0.8597553231421479,1,1
0.15277777777777776,0,0,1,0,0,0.04894758658806191,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.3409417127251678,0.6590582872748322,0,1
0.09722222222222221,0,0,0,1,0,0.028734110169491532,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5662271033365589,0.4337728966634411,0,0
0.041666666666666664,0,0,0,0,1,0.005267824244657333,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0.4465582046620623,0.5534417953379377,0,1
0.15277777777777776,1,0,1,0,0,0.13622075350036847,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.12201656871206046,0.8779834312879395,0,1
0.3472222222222222,1,0,0,0,0,0.20349921702284451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41603815208343253,0.5839618479165675,1,1
0.06944444444444445,0,0,0,0,0,0.03158967391304349,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.3864709900226132,0.6135290099773868,0,1
0.1388888888888889,0,1,1,1,0,0.0778544123065586,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0.7611641368051029,0.23883586319489714,0,0
0.19444444444444442,0,1,0,0,0,0.08990995762711866,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.8537540954849185,0.1462459045150814,0,0
0.1111111111111111,0,0,0,0,0,0.051336818349299936,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.27415782828988855,0.7258421717101115,0,1
0.861111111111111,1,0,1,1,0,0.7384913872512897,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0.4895684459309766,0.5104315540690234,1,1
0.7222222222222222,0,0,0,0,1,0.11802804900515845,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0.981264213328461,0.01873578667153893,0,0
0.19444444444444442,0,1,0,0,1,0.029424972365512166,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.9720716445319927,0.027928355468007263,0,0
0.8888888888888888,0,0,0,1,0,0.5398685058953574,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0.831661971373548,0.168338028626452,0,0
0.5833333333333333,0,0,0,1,0,0.27483073876197495,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.8194584424928086,0.1805415575071913,0,0
0.4583333333333333,0,1,0,0,1,0.07718657885040532,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.9873433073028209,0.012656692697179056,0,0
0.013888888888888888,0,0,0,0,1,0.0021934874723655126,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.5739244987704026,0.42607550122959736,0,0
0.6388888888888888,0,0,0,0,0,0.2832707719233604,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.9457288906439727,0.054271109356027254,1,0
0.7222222222222222,1,1,0,0,0,0.49820375829034647,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0.8876608884620959,0.11233911153790407,0,0
0.2222222222222222,1,0,0,0,0,0.13566806374355198,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.22054478383218268,0.7794552161678173,1,1
0.2638888888888889,0,0,0,1,1,0.0445030397936625,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0.8031212040568261,0.1968787959431739,0,0
0.013888888888888888,1,1,1,0,0,0.009199981577008107,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4179486494571395,0.5820513505428605,1,1
0.2638888888888889,1,0,1,0,0,0.18662490788504055,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0.11787445360665527,0.8821255463933447,0,1
0.08333333333333333,1,0,1,0,0,0.05043294030950627,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.09872841755038753,0.9012715824496125,1,1
0.4305555555555555,0,1,1,1,0,0.21287767133382463,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0.9056145685039974,0.09438543149600269,0,0
0.8888888888888888,1,1,0,0,0,0.8056950073691969,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0.9676365065405754,0.03236349345942456,0,0
0.9583333333333333,1,0,0,0,0,0.859841331982314,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0.9122678800263889,0.08773211997361105,0,0
0.8055555555555555,1,0,0,0,0,0.6776667280766397,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0.40489626873569107,0.5951037312643089,1,1
0.9583333333333333,0,1,0,0,1,0.16545573876197497,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.9972375343415457,0.0027624656584542963,0,0
0.5416666666666666,1,0,0,0,0,0.37605932203389836,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.32281894018466917,0.6771810598153308,1,1
1.0,0,0,1,0,0,0.6597906687546058,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.8719857237709335,0.12801427622906644,0,0
0.2361111111111111,0,1,0,1,0,0.13836242630803244,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0.8060380021387347,0.19396199786126536,0,0
0.3611111111111111,1,0,0,0,0,0.2525849760501106,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.36542064144774167,0.6345793585522583,0,1
0.9166666666666666,1,0,0,0,0,0.6882023765659544,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.6149275061546275,0.3850724938453724,0,0
0.25,0,0,0,1,1,0.04500391488577746,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.8479852033981709,0.15201479660182918,1,0
0.013888888888888888,1,0,1,0,0,0.008088844878408255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.12726303725537458,0.8727369627446254,0,1
0.013888888888888888,0,0,0,0,0,0.005118137435519529,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.27029407957112217,0.7297059204288778,1,1
0.16666666666666666,1,0,0,0,0,0.15944523765659546,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.17154964108378734,0.8284503589162127,1,1
0.05555555555555555,0,0,1,0,0,0.03450856669123066,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0.1982700231198441,0.8017299768801559,1,1
0.18055555555555555,0,1,0,0,1,0.038285280029476794,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0.9485362651429187,0.05146373485708138,0,0
0.8333333333333333,1,1,0,0,0,0.5127694362564481,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.8647244322088051,0.13527556779119487,0,0
0.8055555555555555,1,1,0,1,0,0.7168155858511422,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0.8023752176816918,0.19762478231830816,0,0
0.013888888888888888,1,0,1,0,0,0.009240281871775977,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.1048305311631672,0.8951694688368328,1,1
0.25,1,1,0,0,0,0.16196688467207077,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.5674225510330939,0.43257744896690603,0,0
0.027777777777777776,0,0,0,0,1,0.004887850036845985,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0.4951893143024031,0.5048106856975969,0,1
0.3472222222222222,0,0,0,0,0,0.19340111459100962,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.4894692660773782,0.5105307339226218,0,1
0.125,1,0,0,0,0,0.0736516672807664,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.2933780799907114,0.7066219200092886,1,1
0.75,0,0,0,0,1,0.1323749539425203,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0.9825572570197315,0.017442742980268447,0,0
0.05555555555555555,1,0,1,0,0,0.04089904200442152,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.09374535808589268,0.9062546419141073,1,1
0.041666666666666664,1,0,1,0,0,0.02236090641120118,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.13558524444252507,0.8644147555574749,0,1
0.5138888888888888,1,0,1,1,0,0.34763034266764925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5837421530907512,0.4162578469092489,0,0
0.3055555555555555,0,0,1,0,0,0.13272614222549745,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0.46927316177887424,0.5307268382211258,1,1
0.611111111111111,0,1,0,0,0,0.3366859340456891,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.8883436271007132,0.1116563728992868,0,0
1.0,1,1,0,0,0,0.8842633106116434,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0.971288521899209,0.028711478100790996,0,0
0.3611111111111111,1,0,1,0,0,0.27079495210022114,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.17363552936056703,0.826364470639433,1,1
0.8472222222222222,1,0,1,1,0,0.753926400147384,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0.5085639423055632,0.4914360576944368,1,0
0.9166666666666666,0,1,0,0,1,0.15626151436993369,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0.9975376725279801,0.0024623274720198774,0,0
0.125,1,0,0,0,0,0.10254697862932942,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0.19145498773113534,0.8085450122688647,1,1
0.9722222222222222,0,0,0,0,1,0.16093059137803983,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.9888536092292236,0.011146390770776443,0,0
0.1111111111111111,1,0,1,0,0,0.08216654384672072,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.127938102631446,0.872061897368554,0,1
0.8888888888888888,0,1,0,1,1,0.18371177229182023,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0.9904169648062395,0.00958303519376047,0,0
0.5138888888888888,0,0,1,1,1,0.08003062822402358,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0.8581340813506426,0.14186591864935733,0,0
0.09722222222222221,1,0,0,0,0,0.05498687361827562,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.17232295759771765,0.8276770424022823,0,1
0.41666666666666663,1,0,0,1,0,0.3247800755342668,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.6443318862007339,0.3556681137992661,0,0
0.861111111111111,0,0,0,0,1,0.16403371407516582,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0.9717210880739816,0.028278911926018425,0,0
0.013888888888888888,1,0,1,0,0,0.007973701179071483,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.10286179040795662,0.8971382095920434,1,1
0.7222222222222222,0,0,1,1,0,0.3213257645541637,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.8793307842343424,0.12066921576565755,0,0
0.2638888888888889,0,0,0,0,0,0.06645518607221813,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.3798728149433578,0.6201271850566422,0,1
0.3611111111111111,1,0,1,0,0,0.2896209469417834,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0.14140439340189992,0.8585956065981001,1,1
0.986111111111111,0,0,0,0,1,0.20606692151805456,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0.9859827914227589,0.014017208577241121,0,0
0.8055555555555555,1,1,1,0,0,0.6108430821665439,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0.6628246045967757,0.3371753954032243,0,0
0.5277777777777778,0,0,1,0,0,0.30600013817243926,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0.6822910974872356,0.31770890251276446,0,0
0.875,1,0,0,1,0,0.7266949152542374,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0.6328422486362553,0.3671577513637447,0,0
0.6388888888888888,0,0,0,0,0,0.35086012343404577,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0.9484293421647951,0.051570657835204814,0,0
0.2777777777777778,0,0,0,0,0,0.15778716838614593,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0.3908748325656548,0.6091251674343452,0,1
0.5694444444444444,0,0,1,1,0,0.345569270449521,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0.45345531983072784,0.5465446801692722,1,1
0.40277777777777773,0,0,0,0,0,0.11620877855563745,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.5110540482803504,0.4889459517196496,0,0
0.5416666666666666,0,0,0,0,0,0.21656802689756818,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0.7214387969530696,0.2785612030469304,1,0
0.05555555555555555,0,0,0,0,1,0.009015751658069272,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.6049766025563934,0.39502339744360654,0,0
0.25,0,1,0,0,1,0.04933331798084009,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0.9703376903526116,0.029662309647388415,0,0
0.986111111111111,1,0,0,1,0,0.8268756908621961,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0.8258245559913006,0.17417544400869944,0,0
0.4583333333333333,1,0,1,1,0,0.3496626289609433,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0.29234190659790327,0.7076580934020967,1,1
0.3194444444444444,0,0,0,0,1,0.05418662490788505,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0.7062611517844988,0.2937388482155013,0,0
0.9583333333333333,0,1,0,0,1,0.15400469786293297,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.9972782693671723,0.0027217306328276253,0,0
0.041666666666666664,1,0,0,0,0,0.031169399410464264,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.15449605794165122,0.8455039420583488,1,1
0.9583333333333333,0,0,0,0,0,0.4898328113485631,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0.9610128726528706,0.03898712734712936,0,0
0.38888888888888884,1,0,1,0,0,0.3328401344878409,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.18976065447187418,0.8102393455281258,1,1
0.08333333333333333,1,0,1,0,0,0.050087509211495955,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.14788546174328743,0.8521145382567126,0,1
0.5555555555555556,0,0,0,1,0,0.2329990327929256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7673722443067212,0.2326277556932788,0,0
0.09722222222222221,0,0,0,0,0,0.05134833271923361,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.4205827654882798,0.5794172345117202,0,1
0.3611111111111111,1,0,1,0,0,0.23098977523949893,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.215767628479124,0.784232371520876,0,1
1.0,1,1,0,0,0,0.9983073876197496,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0.971061793138515,0.028938206861484943,0,0
0.9444444444444444,0,0,0,0,1,0.19083916728076644,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0.9875869919924708,0.012413008007529196,0,0
0.06944444444444445,1,0,1,0,0,0.044174880250552696,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.14315398219050668,0.8568460178094933,0,1
0.013888888888888888,0,0,0,0,0,0.0058089996315401635,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2701168538852148,0.7298831461147852,1,1
0.9166666666666666,0,1,0,0,0,0.3874067336035373,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0.9880533795302341,0.011946620469765933,0,0
0.9444444444444444,1,1,0,0,0,0.769551400147384,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0.9831220823126348,0.016877917687365275,0,0
0.7222222222222222,0,0,0,0,0,0.2941979089904201,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0.7129332344464446,0.28706676555355537,0,0
0.05555555555555555,0,0,0,0,1,0.0117331429624171,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0.550725779536442,0.4492742204635581,0,0
0.9583333333333333,0,0,0,1,0,0.49090364775239503,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0.8610822196864548,0.13891778031354518,0,0
0.9305555555555555,1,0,0,0,0,0.89262850036846,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0.9009210623384538,0.09907893766154621,1,0
0.9027777777777777,1,0,0,0,0,0.6840514462048638,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0.45730010101024077,0.5426998989897592,1,1
0.05555555555555555,0,0,0,0,0,0.01105955232129698,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2965832310425538,0.7034167689574462,1,1
0.06944444444444445,0,1,0,0,1,0.012308861459100961,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0.9677336817809987,0.0322663182190013,0,0
0.875,1,0,0,0,0,0.8117342943994106,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0.91284331034114,0.08715668965886002,0,0
0.2361111111111111,0,0,0,1,1,0.03890705600589536,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.8430462303583397,0.15695376964166025,0,0
0.4861111111111111,0,1,0,1,1,0.08161385408990421,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0.9749964751834169,0.02500352481658305,0,0
0.013888888888888888,0,0,0,0,1,0.0022913596168017687,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0.4846019308196643,0.5153980691803357,1,1
1.0,1,0,0,1,0,0.8213315217391306,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0.6107869050792359,0.38921309492076406,0,0
0.5,0,1,0,1,0,0.22330393330876935,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.9516352349946731,0.04836476500532697,0,0
0.5555555555555556,1,0,1,0,0,0.36486159727339723,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.30027370154400834,0.6997262984559917,0,1
1.0,0,0,0,0,0,0.6062546057479735,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0.968672627697975,0.031327372302024974,0,0
0.5138888888888888,0,0,0,0,0,0.15163273765659546,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.8892264412937456,0.1107735587062544,0,0
0.013888888888888888,1,0,0,0,0,0.008048544583640386,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.14397399213258477,0.8560260078674152,1,1
0.9305555555555555,1,1,0,1,0,0.6446089719970525,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.964577418407683,0.035422581592316996,0,0
0.4583333333333333,1,0,1,0,0,0.3823461680176861,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0.16741266423271706,0.8325873357672829,0,1
0.041666666666666664,0,1,0,0,1,0.006712877671333825,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.8627785597463844,0.13722144025361557,0,0
0.027777777777777776,0,0,0,0,1,0.003822770817980841,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.5845567733595051,0.41544322664049493,1,0
0.6805555555555555,1,0,0,0,0,0.5235871868091379,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.41676655701811505,0.583233442981885,1,1
0.4583333333333333,0,1,0,1,0,0.12826432387619752,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.9713418978906219,0.028658102109378164,0,0
0.9722222222222222,1,0,0,0,0,0.6893019988946205,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0.9202600436741739,0.07973995632582609,0,0
0.2222222222222222,1,0,1,0,0,0.1707868920412675,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0.18167688128973913,0.8183231187102609,1,1
0.4861111111111111,0,1,0,1,1,0.08598355747973473,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0.9748575215802455,0.025142478419754425,0,0
1.0,0,0,0,0,0,0.553547577376566,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0.9638133893777994,0.03618661062220063,0,0
0.6944444444444444,0,1,0,1,0,0.25424304532056013,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.9624224216075619,0.03757757839243818,0,0
0.027777777777777776,1,0,1,0,0,0.015435012896094329,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0.07131373361292603,0.928686266387074,0,1
0.4861111111111111,1,0,0,0,0,0.39753937914517323,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0.26302103318448833,0.7369789668155117,0,1
0.6944444444444444,1,0,0,1,0,0.5238405029476788,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0.8063964919676456,0.19360350803235435,0,0
0.40277777777777773,0,1,0,0,1,0.07540185151068535,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0.9120274009865794,0.08797259901342058,0,0
0.6666666666666666,1,1,0,0,0,0.6268019988946205,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0.9477775244435724,0.05222247555642753,0,0
0.8333333333333333,0,0,0,0,0,0.41249078850405313,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0.6932989747259397,0.30670102527406023,0,0
0.38888888888888884,0,1,0,0,1,0.06164217943994106,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.9483757561345469,0.05162424386545302,0,0
1.0,0,0,0,0,0,0.7508290346352249,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0.9490797065804784,0.05092029341952167,0,0
0.08333333333333333,1,0,1,0,0,0.06601188282977156,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.09898079925084058,0.9010192007491594,1,1
0.7777777777777777,0,0,0,1,0,0.3408023212969787,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0.806101183257985,0.19389881674201503,0,0
0.7638888888888888,0,1,0,1,1,0.11531641488577747,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.9916332889689481,0.008366711031051919,0,0
0.8055555555555555,0,1,0,0,1,0.13365304900515845,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.9956231052862224,0.004376894713777571,0,0
0.8055555555555555,1,0,1,1,0,0.6459734248341931,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0.46825160883119654,0.5317483911688035,0,1
0.09722222222222221,1,0,1,0,0,0.06833202837140753,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.10282992753040021,0.8971700724695998,1,1
0.16666666666666666,0,0,0,1,1,0.02643699336772292,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0.7734624574918263,0.22653754250817365,1,0
0.16666666666666666,0,1,0,0,1,0.03162997420781135,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0.96217841836078,0.037821581639219976,0,0
0.7083333333333333,0,0,0,0,1,0.14752786477523952,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0.9681571821166786,0.03184281788332148,0,0
0.2638888888888889,0,1,0,0,0,0.11087186809137806,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.7124265239301457,0.2875734760698543,0,0
0.013888888888888888,0,0,1,0,1,0.0024180176860722183,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0.3350070511658335,0.6649929488341665,1,1
0.2222222222222222,1,0,0,0,0,0.1646842759764186,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.17975130098307224,0.8202486990169278,1,1
0.09722222222222221,0,0,0,0,0,0.040766626750184234,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.40549595901519875,0.5945040409848013,1,1
0.013888888888888888,1,0,1,0,0,0.010259303610906411,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.08589627593628257,0.9141037240637174,1,1
0.05555555555555555,0,0,1,0,0,0.02822747789240973,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3711164289905978,0.6288835710094022,0,1
0.7083333333333333,1,0,1,0,0,0.5657355379513634,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0.265180413399541,0.734819586600459,1,1
0.041666666666666664,1,0,0,0,0,0.02956314480471629,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.20783705636047145,0.7921629436395285,0,1
0.08333333333333333,1,0,0,0,0,0.07708294952100223,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.14905691883075356,0.8509430811692464,1,1
0.25,1,0,0,0,0,0.21143261790714815,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0.22286173710457002,0.77713826289543,1,1
0.5833333333333333,0,0,0,1,1,0.11031917833456155,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0.9147029681346223,0.08529703186537771,0,0
0.3055555555555555,1,0,0,0,0,0.2097860630066323,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.21742435292022633,0.7825756470797737,0,1
0.027777777777777776,1,0,1,0,0,0.022401206705969054,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0.19160810726142852,0.8083918927385715,0,1
0.05555555555555555,0,0,0,0,1,0.009643284819454681,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0.5165096729995402,0.4834903270004598,0,0
0.013888888888888888,1,0,1,0,0,0.008175202652910834,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.10283760313191959,0.8971623968680804,1,1
0.75,1,0,0,1,0,0.6636076823876199,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0.6397200552736206,0.3602799447263793,1,0
0.19444444444444442,1,1,0,0,0,0.1327376565954311,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0.471551528395015,0.528448471604985,0,1
0.4861111111111111,1,0,0,0,0,0.3918800663227709,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0.4985299308687867,0.5014700691312133,0,1
0.3611111111111111,0,1,0,1,0,0.2398558400884304,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0.8053022700489197,0.19469772995108028,0,0
0.06944444444444445,1,0,0,0,0,0.04841216838614591,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.16391412609290423,0.8360858739070958,0,1
0.013888888888888888,0,0,1,0,1,0.002366203021370671,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.4786139669130518,0.5213860330869482,1,1
0.013888888888888888,1,0,0,0,0,0.009136652542372881,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.11900613755057599,0.880993862449424,1,1
0.7638888888888888,1,0,1,1,0,0.6343611827560797,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0.4436174404806479,0.5563825595193521,1,1
0.041666666666666664,1,1,1,0,0,0.02860169491525424,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.4695097566545007,0.5304902433454993,0,1
0.9583333333333333,0,1,0,0,0,0.46746614775239503,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0.9936206308554246,0.0063793691445753935,0,0
0.0,0,0,0,0,1,0.0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0.8498145072356145,0.15018549276438548,0,0
0.8333333333333333,1,0,0,0,0,0.6305153831982314,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0.5127700364832855,0.48722996351671455,0,0
0.3611111111111111,0,0,0,0,0,0.13316944546794401,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.5368194304028086,0.46318056959719145,0,0
0.7916666666666666,1,1,1,0,0,0.6461518975681652,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0.5902797367213017,0.4097202632786982,0,0
0.611111111111111,1,0,1,0,0,0.502498618275608,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0.18275851911571683,0.8172414808842832,1,1
0.8472222222222222,1,0,1,1,0,0.7509556927044952,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0.569232154483511,0.430767845516489,0,0
0.875,0,1,0,0,1,0.13991110906411203,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0.9972357406234931,0.0027642593765069695,0,0
0.8055555555555555,1,1,1,0,0,0.634631770449521,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.7034478454276849,0.29655215457231504,0,0
0.08333333333333333,0,1,0,0,0,0.030029476787030218,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6029244207911473,0.39707557920885267,1,0
